ECGEpoch,ECGTimestamp,ECGValue
1755694612.153997,20 Aug 2025 at 14:56:52,145
1755694612.153997,20 Aug 2025 at 14:56:52,129
1755694612.153997,20 Aug 2025 at 14:56:52,93
1755694612.153997,20 Aug 2025 at 14:56:52,52
1755694612.153997,20 Aug 2025 at 14:56:52,11
1755694612.153997,20 Aug 2025 at 14:56:52,-36
1755694612.153997,20 Aug 2025 at 14:56:52,-63
1755694612.153997,20 Aug 2025 at 14:56:52,-81
1755694612.153997,20 Aug 2025 at 14:56:52,-115
1755694612.153997,20 Aug 2025 at 14:56:52,-147
1755694612.153997,20 Aug 2025 at 14:56:52,-154
1755694612.153997,20 Aug 2025 at 14:56:52,-145
1755694612.153997,20 Aug 2025 at 14:56:52,-138
1755694612.153997,20 Aug 2025 at 14:56:52,-149
1755694612.6927152,20 Aug 2025 at 14:56:52,-152
1755694612.6927152,20 Aug 2025 at 14:56:52,-129
1755694612.6927152,20 Aug 2025 at 14:56:52,-120
1755694612.6927152,20 Aug 2025 at 14:56:52,-124
1755694612.6927152,20 Aug 2025 at 14:56:52,-120
1755694612.6927152,20 Aug 2025 at 14:56:52,-115
1755694612.6927152,20 Aug 2025 at 14:56:52,-122
1755694612.6927152,20 Aug 2025 at 14:56:52,-133
1755694612.6927152,20 Aug 2025 at 14:56:52,-131
1755694612.6927152,20 Aug 2025 at 14:56:52,-124
1755694612.6927152,20 Aug 2025 at 14:56:52,-129
1755694612.6927152,20 Aug 2025 at 14:56:52,-127
1755694612.6927152,20 Aug 2025 at 14:56:52,-122
1755694612.6927152,20 Aug 2025 at 14:56:52,-115
1755694612.6927152,20 Aug 2025 at 14:56:52,-86
1755694612.6927152,20 Aug 2025 at 14:56:52,-56
1755694612.6927152,20 Aug 2025 at 14:56:52,-49
1755694612.6927152,20 Aug 2025 at 14:56:52,-38
1755694612.6927152,20 Aug 2025 at 14:56:52,-34
1755694612.6927152,20 Aug 2025 at 14:56:52,-43
1755694612.6927152,20 Aug 2025 at 14:56:52,-36
1755694612.6927152,20 Aug 2025 at 14:56:52,-2
1755694612.6927152,20 Aug 2025 at 14:56:52,22
1755694612.6927152,20 Aug 2025 at 14:56:52,18
1755694612.6927152,20 Aug 2025 at 14:56:52,9
1755694612.6927152,20 Aug 2025 at 14:56:52,15
1755694612.6927152,20 Aug 2025 at 14:56:52,18
1755694612.6927152,20 Aug 2025 at 14:56:52,6
1755694612.6927152,20 Aug 2025 at 14:56:52,-6
1755694612.6927152,20 Aug 2025 at 14:56:52,-13
1755694612.6927152,20 Aug 2025 at 14:56:52,-15
1755694612.6927152,20 Aug 2025 at 14:56:52,-18
1755694612.6927152,20 Aug 2025 at 14:56:52,-11
1755694612.6927152,20 Aug 2025 at 14:56:52,0
1755694612.6927152,20 Aug 2025 at 14:56:52,6
1755694612.6927152,20 Aug 2025 at 14:56:52,9
1755694612.6927152,20 Aug 2025 at 14:56:52,6
1755694612.6927152,20 Aug 2025 at 14:56:52,-4
1755694612.6927152,20 Aug 2025 at 14:56:52,-24
1755694612.6927152,20 Aug 2025 at 14:56:52,-38
1755694612.6927152,20 Aug 2025 at 14:56:52,-38
1755694612.6927152,20 Aug 2025 at 14:56:52,-34
1755694612.6927152,20 Aug 2025 at 14:56:52,-27
1755694612.6927152,20 Aug 2025 at 14:56:52,-13
1755694612.6927152,20 Aug 2025 at 14:56:52,-6
1755694612.6927152,20 Aug 2025 at 14:56:52,-2
1755694612.6927152,20 Aug 2025 at 14:56:52,90
1755694612.6927152,20 Aug 2025 at 14:56:52,399
1755694612.6927152,20 Aug 2025 at 14:56:52,828
1755694612.6927152,20 Aug 2025 at 14:56:52,1033
1755694612.6927152,20 Aug 2025 at 14:56:52,706
1755694612.6927152,20 Aug 2025 at 14:56:52,-186
1755694612.6927152,20 Aug 2025 at 14:56:52,-901
1755694612.6927152,20 Aug 2025 at 14:56:52,-683
1755694612.6927152,20 Aug 2025 at 14:56:52,-215
1755694612.6927152,20 Aug 2025 at 14:56:52,-188
1755694612.6927152,20 Aug 2025 at 14:56:52,-158
1755694612.6927152,20 Aug 2025 at 14:56:52,-15
1755694612.6927152,20 Aug 2025 at 14:56:52,-38
1755694612.6927152,20 Aug 2025 at 14:56:52,-84
1755694612.6927152,20 Aug 2025 at 14:56:52,-34
1755694612.6927152,20 Aug 2025 at 14:56:52,-20
1755694612.6927152,20 Aug 2025 at 14:56:52,-38
1755694612.6927152,20 Aug 2025 at 14:56:52,-24
1755694612.6927152,20 Aug 2025 at 14:56:52,-6
1755694612.6927152,20 Aug 2025 at 14:56:52,-2
1755694612.6927152,20 Aug 2025 at 14:56:52,2
1755694612.6927152,20 Aug 2025 at 14:56:52,18
1755694612.6927152,20 Aug 2025 at 14:56:52,38
1755694612.6927152,20 Aug 2025 at 14:56:52,56
1755694612.6927152,20 Aug 2025 at 14:56:52,70
1755694612.6927152,20 Aug 2025 at 14:56:52,90
1755694612.6927152,20 Aug 2025 at 14:56:52,115
1755694613.2314138,20 Aug 2025 at 14:56:53,143
1755694613.2314138,20 Aug 2025 at 14:56:53,181
1755694613.2314138,20 Aug 2025 at 14:56:53,220
1755694613.2314138,20 Aug 2025 at 14:56:53,233
1755694613.2314138,20 Aug 2025 at 14:56:53,227
1755694613.2314138,20 Aug 2025 at 14:56:53,220
1755694613.2314138,20 Aug 2025 at 14:56:53,215
1755694613.2314138,20 Aug 2025 at 14:56:53,208
1755694613.2314138,20 Aug 2025 at 14:56:53,183
1755694613.2314138,20 Aug 2025 at 14:56:53,152
1755694613.2314138,20 Aug 2025 at 14:56:53,140
1755694613.2314138,20 Aug 2025 at 14:56:53,131
1755694613.2314138,20 Aug 2025 at 14:56:53,95
1755694613.2314138,20 Aug 2025 at 14:56:53,54
1755694613.2314138,20 Aug 2025 at 14:56:53,38
1755694613.2314138,20 Aug 2025 at 14:56:53,27
1755694613.2314138,20 Aug 2025 at 14:56:53,-2
1755694613.2314138,20 Aug 2025 at 14:56:53,-31
1755694613.2314138,20 Aug 2025 at 14:56:53,-36
1755694613.2314138,20 Aug 2025 at 14:56:53,-29
1755694613.2314138,20 Aug 2025 at 14:56:53,-36
1755694613.2314138,20 Aug 2025 at 14:56:53,-38
1755694613.2314138,20 Aug 2025 at 14:56:53,-31
1755694613.2314138,20 Aug 2025 at 14:56:53,-29
1755694613.2314138,20 Aug 2025 at 14:56:53,-36
1755694613.2314138,20 Aug 2025 at 14:56:53,-31
1755694613.2314138,20 Aug 2025 at 14:56:53,-24
1755694613.2314138,20 Aug 2025 at 14:56:53,-31
1755694613.2314138,20 Aug 2025 at 14:56:53,-45
1755694613.2314138,20 Aug 2025 at 14:56:53,-49
1755694613.2314138,20 Aug 2025 at 14:56:53,-49
1755694613.2314138,20 Aug 2025 at 14:56:53,-49
1755694613.2314138,20 Aug 2025 at 14:56:53,-45
1755694613.2314138,20 Aug 2025 at 14:56:53,-24
1755694613.2314138,20 Aug 2025 at 14:56:53,-6
1755694613.2314138,20 Aug 2025 at 14:56:53,2
1755694613.2314138,20 Aug 2025 at 14:56:53,2
1755694613.2314138,20 Aug 2025 at 14:56:53,9
1755694613.2314138,20 Aug 2025 at 14:56:53,11
1755694613.2314138,20 Aug 2025 at 14:56:53,0
1755694613.2314138,20 Aug 2025 at 14:56:53,-11
1755694613.2314138,20 Aug 2025 at 14:56:53,-13
1755694613.2314138,20 Aug 2025 at 14:56:53,-11
1755694613.2314138,20 Aug 2025 at 14:56:53,-9
1755694613.2314138,20 Aug 2025 at 14:56:53,-11
1755694613.2314138,20 Aug 2025 at 14:56:53,-13
1755694613.2314138,20 Aug 2025 at 14:56:53,-15
1755694613.2314138,20 Aug 2025 at 14:56:53,-24
1755694613.2314138,20 Aug 2025 at 14:56:53,-27
1755694613.2314138,20 Aug 2025 at 14:56:53,-20
1755694613.2314138,20 Aug 2025 at 14:56:53,-15
1755694613.2314138,20 Aug 2025 at 14:56:53,-27
1755694613.2314138,20 Aug 2025 at 14:56:53,-40
1755694613.2314138,20 Aug 2025 at 14:56:53,-45
1755694613.2314138,20 Aug 2025 at 14:56:53,-49
1755694613.2314138,20 Aug 2025 at 14:56:53,-63
1755694613.2314138,20 Aug 2025 at 14:56:53,-68
1755694613.2314138,20 Aug 2025 at 14:56:53,-56
1755694613.2314138,20 Aug 2025 at 14:56:53,-47
1755694613.2314138,20 Aug 2025 at 14:56:53,-45
1755694613.2314138,20 Aug 2025 at 14:56:53,-34
1755694613.2314138,20 Aug 2025 at 14:56:53,-11
1755694613.2314138,20 Aug 2025 at 14:56:53,-4
1755694613.2314138,20 Aug 2025 at 14:56:53,-31
1755694613.2314138,20 Aug 2025 at 14:56:53,-61
1755694613.2314138,20 Aug 2025 at 14:56:53,-59
1755694613.2314138,20 Aug 2025 at 14:56:53,-43
1755694613.2314138,20 Aug 2025 at 14:56:53,-36
1755694613.2314138,20 Aug 2025 at 14:56:53,-38
1755694613.2314138,20 Aug 2025 at 14:56:53,-38
1755694613.2314138,20 Aug 2025 at 14:56:53,-45
1755694613.2314138,20 Aug 2025 at 14:56:53,-61
1755694613.2314138,20 Aug 2025 at 14:56:53,15
1755694613.801547,20 Aug 2025 at 14:56:53,317
1755694613.801547,20 Aug 2025 at 14:56:53,726
1755694613.801547,20 Aug 2025 at 14:56:53,912
1755694613.801547,20 Aug 2025 at 14:56:53,649
1755694613.801547,20 Aug 2025 at 14:56:53,-113
1755694613.801547,20 Aug 2025 at 14:56:53,-817
1755694613.801547,20 Aug 2025 at 14:56:53,-694
1755694613.801547,20 Aug 2025 at 14:56:53,-186
1755694613.801547,20 Aug 2025 at 14:56:53,-63
1755694613.801547,20 Aug 2025 at 14:56:53,-68
1755694613.801547,20 Aug 2025 at 14:56:53,27
1755694613.801547,20 Aug 2025 at 14:56:53,31
1755694613.801547,20 Aug 2025 at 14:56:53,6
1755694613.801547,20 Aug 2025 at 14:56:53,36
1755694613.801547,20 Aug 2025 at 14:56:53,38
1755694613.801547,20 Aug 2025 at 14:56:53,24
1755694613.801547,20 Aug 2025 at 14:56:53,36
1755694613.801547,20 Aug 2025 at 14:56:53,43
1755694613.801547,20 Aug 2025 at 14:56:53,43
1755694613.801547,20 Aug 2025 at 14:56:53,59
1755694613.801547,20 Aug 2025 at 14:56:53,70
1755694613.801547,20 Aug 2025 at 14:56:53,72
1755694613.801547,20 Aug 2025 at 14:56:53,79
1755694613.801547,20 Aug 2025 at 14:56:53,102
1755694613.801547,20 Aug 2025 at 14:56:53,136
1755694613.801547,20 Aug 2025 at 14:56:53,172
1755694613.801547,20 Aug 2025 at 14:56:53,192
1755694613.801547,20 Aug 2025 at 14:56:53,211
1755694613.801547,20 Aug 2025 at 14:56:53,231
1755694613.801547,20 Aug 2025 at 14:56:53,254
1755694613.801547,20 Aug 2025 at 14:56:53,277
1755694613.801547,20 Aug 2025 at 14:56:53,283
1755694613.801547,20 Aug 2025 at 14:56:53,265
1755694613.801547,20 Aug 2025 at 14:56:53,242
1755694613.801547,20 Aug 2025 at 14:56:53,222
1755694613.801547,20 Aug 2025 at 14:56:53,199
1755694613.801547,20 Aug 2025 at 14:56:53,168
1755694613.801547,20 Aug 2025 at 14:56:53,120
1755694613.801547,20 Aug 2025 at 14:56:53,70
1755694613.801547,20 Aug 2025 at 14:56:53,24
1755694613.801547,20 Aug 2025 at 14:56:53,-22
1755694613.801547,20 Aug 2025 at 14:56:53,-70
1755694613.801547,20 Aug 2025 at 14:56:53,-93
1755694613.801547,20 Aug 2025 at 14:56:53,-111
1755694613.801547,20 Aug 2025 at 14:56:53,-131
1755694613.801547,20 Aug 2025 at 14:56:53,-145
1755694613.801547,20 Aug 2025 at 14:56:53,-140
1755694613.801547,20 Aug 2025 at 14:56:53,-133
1755694613.801547,20 Aug 2025 at 14:56:53,-136
1755694613.801547,20 Aug 2025 at 14:56:53,-143
1755694613.801547,20 Aug 2025 at 14:56:53,-143
1755694613.801547,20 Aug 2025 at 14:56:53,-127
1755694613.801547,20 Aug 2025 at 14:56:53,-104
1755694613.801547,20 Aug 2025 at 14:56:53,-79
1755694613.801547,20 Aug 2025 at 14:56:53,-63
1755694613.801547,20 Aug 2025 at 14:56:53,-52
1755694613.801547,20 Aug 2025 at 14:56:53,-34
1755694613.801547,20 Aug 2025 at 14:56:53,-15
1755694613.801547,20 Aug 2025 at 14:56:53,-20
1755694613.801547,20 Aug 2025 at 14:56:53,-27
1755694613.801547,20 Aug 2025 at 14:56:53,-29
1755694613.801547,20 Aug 2025 at 14:56:53,-36
1755694613.801547,20 Aug 2025 at 14:56:53,-40
1755694613.801547,20 Aug 2025 at 14:56:53,-45
1755694613.801547,20 Aug 2025 at 14:56:53,-54
1755694613.801547,20 Aug 2025 at 14:56:53,-61
1755694613.801547,20 Aug 2025 at 14:56:53,-59
1755694613.801547,20 Aug 2025 at 14:56:53,-59
1755694613.801547,20 Aug 2025 at 14:56:53,-72
1755694613.801547,20 Aug 2025 at 14:56:53,-79
1755694613.801547,20 Aug 2025 at 14:56:53,-74
1755694613.801547,20 Aug 2025 at 14:56:53,-70
1755694613.801547,20 Aug 2025 at 14:56:53,-61
1755694614.3733249,20 Aug 2025 at 14:56:54,-27
1755694614.3733249,20 Aug 2025 at 14:56:54,-9
1755694614.3733249,20 Aug 2025 at 14:56:54,-22
1755694614.3733249,20 Aug 2025 at 14:56:54,-31
1755694614.3733249,20 Aug 2025 at 14:56:54,-27
1755694614.3733249,20 Aug 2025 at 14:56:54,-22
1755694614.3733249,20 Aug 2025 at 14:56:54,-27
1755694614.3733249,20 Aug 2025 at 14:56:54,-34
1755694614.3733249,20 Aug 2025 at 14:56:54,-24
1755694614.3733249,20 Aug 2025 at 14:56:54,-4
1755694614.3733249,20 Aug 2025 at 14:56:54,0
1755694614.3733249,20 Aug 2025 at 14:56:54,-9
1755694614.3733249,20 Aug 2025 at 14:56:54,-11
1755694614.3733249,20 Aug 2025 at 14:56:54,-15
1755694614.3733249,20 Aug 2025 at 14:56:54,-29
1755694614.3733249,20 Aug 2025 at 14:56:54,-31
1755694614.3733249,20 Aug 2025 at 14:56:54,-11
1755694614.3733249,20 Aug 2025 at 14:56:54,4
1755694614.3733249,20 Aug 2025 at 14:56:54,2
1755694614.3733249,20 Aug 2025 at 14:56:54,9
1755694614.3733249,20 Aug 2025 at 14:56:54,29
1755694614.3733249,20 Aug 2025 at 14:56:54,38
1755694614.3733249,20 Aug 2025 at 14:56:54,22
1755694614.3733249,20 Aug 2025 at 14:56:54,-4
1755694614.3733249,20 Aug 2025 at 14:56:54,-22
1755694614.3733249,20 Aug 2025 at 14:56:54,-27
1755694614.3733249,20 Aug 2025 at 14:56:54,-34
1755694614.3733249,20 Aug 2025 at 14:56:54,-36
1755694614.3733249,20 Aug 2025 at 14:56:54,-34
1755694614.3733249,20 Aug 2025 at 14:56:54,-31
1755694614.3733249,20 Aug 2025 at 14:56:54,-49
1755694614.3733249,20 Aug 2025 at 14:56:54,-54
1755694614.3733249,20 Aug 2025 at 14:56:54,72
1755694614.3733249,20 Aug 2025 at 14:56:54,408
1755694614.3733249,20 Aug 2025 at 14:56:54,776
1755694614.3733249,20 Aug 2025 at 14:56:54,880
1755694614.3733249,20 Aug 2025 at 14:56:54,517
1755694614.3733249,20 Aug 2025 at 14:56:54,-277
1755694614.3733249,20 Aug 2025 at 14:56:54,-817
1755694614.3733249,20 Aug 2025 at 14:56:54,-556
1755694614.3733249,20 Aug 2025 at 14:56:54,-179
1755694614.3733249,20 Aug 2025 at 14:56:54,-183
1755694614.3733249,20 Aug 2025 at 14:56:54,-156
1755694614.3733249,20 Aug 2025 at 14:56:54,-56
1755694614.3733249,20 Aug 2025 at 14:56:54,-81
1755694614.3733249,20 Aug 2025 at 14:56:54,-104
1755694614.3733249,20 Aug 2025 at 14:56:54,-68
1755694614.3733249,20 Aug 2025 at 14:56:54,-47
1755694614.3733249,20 Aug 2025 at 14:56:54,-31
1755694614.3733249,20 Aug 2025 at 14:56:54,-13
1755694614.3733249,20 Aug 2025 at 14:56:54,2
1755694614.3733249,20 Aug 2025 at 14:56:54,15
1755694614.3733249,20 Aug 2025 at 14:56:54,34
1755694614.3733249,20 Aug 2025 at 14:56:54,54
1755694614.3733249,20 Aug 2025 at 14:56:54,68
1755694614.3733249,20 Aug 2025 at 14:56:54,86
1755694614.3733249,20 Aug 2025 at 14:56:54,108
1755694614.3733249,20 Aug 2025 at 14:56:54,122
1755694614.3733249,20 Aug 2025 at 14:56:54,145
1755694614.3733249,20 Aug 2025 at 14:56:54,183
1755694614.3733249,20 Aug 2025 at 14:56:54,213
1755694614.3733249,20 Aug 2025 at 14:56:54,217
1755694614.3733249,20 Aug 2025 at 14:56:54,227
1755694614.3733249,20 Aug 2025 at 14:56:54,240
1755694614.3733249,20 Aug 2025 at 14:56:54,256
1755694614.3733249,20 Aug 2025 at 14:56:54,281
1755694614.3733249,20 Aug 2025 at 14:56:54,290
1755694614.3733249,20 Aug 2025 at 14:56:54,265
1755694614.3733249,20 Aug 2025 at 14:56:54,231
1755694614.3733249,20 Aug 2025 at 14:56:54,190
1755694614.3733249,20 Aug 2025 at 14:56:54,149
1755694614.3733249,20 Aug 2025 at 14:56:54,124
1755694614.3733249,20 Aug 2025 at 14:56:54,99
1755694614.911223,20 Aug 2025 at 14:56:54,54
1755694614.911223,20 Aug 2025 at 14:56:54,22
1755694614.911223,20 Aug 2025 at 14:56:54,11
1755694614.911223,20 Aug 2025 at 14:56:54,-6
1755694614.911223,20 Aug 2025 at 14:56:54,-22
1755694614.911223,20 Aug 2025 at 14:56:54,-20
1755694614.911223,20 Aug 2025 at 14:56:54,-11
1755694614.911223,20 Aug 2025 at 14:56:54,-4
1755694614.911223,20 Aug 2025 at 14:56:54,-2
1755694614.911223,20 Aug 2025 at 14:56:54,15
1755694614.911223,20 Aug 2025 at 14:56:54,49
1755694614.911223,20 Aug 2025 at 14:56:54,52
1755694614.911223,20 Aug 2025 at 14:56:54,36
1755694614.911223,20 Aug 2025 at 14:56:54,45
1755694614.911223,20 Aug 2025 at 14:56:54,47
1755694614.911223,20 Aug 2025 at 14:56:54,34
1755694614.911223,20 Aug 2025 at 14:56:54,29
1755694614.911223,20 Aug 2025 at 14:56:54,29
1755694614.911223,20 Aug 2025 at 14:56:54,18
1755694614.911223,20 Aug 2025 at 14:56:54,4
1755694614.911223,20 Aug 2025 at 14:56:54,-6
1755694614.911223,20 Aug 2025 at 14:56:54,-11
1755694614.911223,20 Aug 2025 at 14:56:54,-13
1755694614.911223,20 Aug 2025 at 14:56:54,-22
1755694614.911223,20 Aug 2025 at 14:56:54,-36
1755694614.911223,20 Aug 2025 at 14:56:54,-38
1755694614.911223,20 Aug 2025 at 14:56:54,-40
1755694614.911223,20 Aug 2025 at 14:56:54,-52
1755694614.911223,20 Aug 2025 at 14:56:54,-59
1755694614.911223,20 Aug 2025 at 14:56:54,-56
1755694614.911223,20 Aug 2025 at 14:56:54,-63
1755694614.911223,20 Aug 2025 at 14:56:54,-72
1755694614.911223,20 Aug 2025 at 14:56:54,-74
1755694614.911223,20 Aug 2025 at 14:56:54,-70
1755694614.911223,20 Aug 2025 at 14:56:54,-68
1755694614.911223,20 Aug 2025 at 14:56:54,-74
1755694614.911223,20 Aug 2025 at 14:56:54,-81
1755694614.911223,20 Aug 2025 at 14:56:54,-77
1755694614.911223,20 Aug 2025 at 14:56:54,-61
1755694614.911223,20 Aug 2025 at 14:56:54,-52
1755694614.911223,20 Aug 2025 at 14:56:54,-52
1755694614.911223,20 Aug 2025 at 14:56:54,-49
1755694614.911223,20 Aug 2025 at 14:56:54,-52
1755694614.911223,20 Aug 2025 at 14:56:54,-61
1755694614.911223,20 Aug 2025 at 14:56:54,-59
1755694614.911223,20 Aug 2025 at 14:56:54,-54
1755694614.911223,20 Aug 2025 at 14:56:54,-56
1755694614.911223,20 Aug 2025 at 14:56:54,-65
1755694614.911223,20 Aug 2025 at 14:56:54,-68
1755694614.911223,20 Aug 2025 at 14:56:54,-65
1755694614.911223,20 Aug 2025 at 14:56:54,-70
1755694614.911223,20 Aug 2025 at 14:56:54,-77
1755694614.911223,20 Aug 2025 at 14:56:54,-70
1755694614.911223,20 Aug 2025 at 14:56:54,-63
1755694614.911223,20 Aug 2025 at 14:56:54,-70
1755694614.911223,20 Aug 2025 at 14:56:54,-84
1755694614.911223,20 Aug 2025 at 14:56:54,-81
1755694614.911223,20 Aug 2025 at 14:56:54,-56
1755694614.911223,20 Aug 2025 at 14:56:54,-38
1755694614.911223,20 Aug 2025 at 14:56:54,-47
1755694614.911223,20 Aug 2025 at 14:56:54,-56
1755694614.911223,20 Aug 2025 at 14:56:54,-45
1755694614.911223,20 Aug 2025 at 14:56:54,-43
1755694614.911223,20 Aug 2025 at 14:56:54,-43
1755694614.911223,20 Aug 2025 at 14:56:54,-20
1755694614.911223,20 Aug 2025 at 14:56:54,0
1755694614.911223,20 Aug 2025 at 14:56:54,-9
1755694614.911223,20 Aug 2025 at 14:56:54,-29
1755694614.911223,20 Aug 2025 at 14:56:54,-49
1755694614.911223,20 Aug 2025 at 14:56:54,-54
1755694614.911223,20 Aug 2025 at 14:56:54,-38
1755694614.911223,20 Aug 2025 at 14:56:54,-15
1755694614.911223,20 Aug 2025 at 14:56:54,-4
1755694615.51123,20 Aug 2025 at 14:56:55,2
1755694615.51123,20 Aug 2025 at 14:56:55,0
1755694615.51123,20 Aug 2025 at 14:56:55,-11
1755694615.51123,20 Aug 2025 at 14:56:55,47
1755694615.51123,20 Aug 2025 at 14:56:55,299
1755694615.51123,20 Aug 2025 at 14:56:55,703
1755694615.51123,20 Aug 2025 at 14:56:55,987
1755694615.51123,20 Aug 2025 at 14:56:55,860
1755694615.51123,20 Aug 2025 at 14:56:55,195
1755694615.51123,20 Aug 2025 at 14:56:55,-569
1755694615.51123,20 Aug 2025 at 14:56:55,-617
1755694615.51123,20 Aug 2025 at 14:56:55,-181
1755694615.51123,20 Aug 2025 at 14:56:55,-72
1755694615.51123,20 Aug 2025 at 14:56:55,-118
1755694615.51123,20 Aug 2025 at 14:56:55,-6
1755694615.51123,20 Aug 2025 at 14:56:55,22
1755694615.51123,20 Aug 2025 at 14:56:55,-24
1755694615.51123,20 Aug 2025 at 14:56:55,-6
1755694615.51123,20 Aug 2025 at 14:56:55,18
1755694615.51123,20 Aug 2025 at 14:56:55,2
1755694615.51123,20 Aug 2025 at 14:56:55,0
1755694615.51123,20 Aug 2025 at 14:56:55,24
1755694615.51123,20 Aug 2025 at 14:56:55,54
1755694615.51123,20 Aug 2025 at 14:56:55,72
1755694615.51123,20 Aug 2025 at 14:56:55,88
1755694615.51123,20 Aug 2025 at 14:56:55,113
1755694615.51123,20 Aug 2025 at 14:56:55,138
1755694615.51123,20 Aug 2025 at 14:56:55,161
1755694615.51123,20 Aug 2025 at 14:56:55,186
1755694615.51123,20 Aug 2025 at 14:56:55,227
1755694615.51123,20 Aug 2025 at 14:56:55,267
1755694615.51123,20 Aug 2025 at 14:56:55,288
1755694615.51123,20 Aug 2025 at 14:56:55,301
1755694615.51123,20 Aug 2025 at 14:56:55,324
1755694615.51123,20 Aug 2025 at 14:56:55,336
1755694615.51123,20 Aug 2025 at 14:56:55,324
1755694615.51123,20 Aug 2025 at 14:56:55,311
1755694615.51123,20 Aug 2025 at 14:56:55,306
1755694615.51123,20 Aug 2025 at 14:56:55,297
1755694615.51123,20 Aug 2025 at 14:56:55,270
1755694615.51123,20 Aug 2025 at 14:56:55,229
1755694615.51123,20 Aug 2025 at 14:56:55,190
1755694615.51123,20 Aug 2025 at 14:56:55,156
1755694615.51123,20 Aug 2025 at 14:56:55,99
1755694615.51123,20 Aug 2025 at 14:56:55,43
1755694615.51123,20 Aug 2025 at 14:56:55,4
1755694615.51123,20 Aug 2025 at 14:56:55,-27
1755694615.51123,20 Aug 2025 at 14:56:55,-59
1755694615.51123,20 Aug 2025 at 14:56:55,-84
1755694615.51123,20 Aug 2025 at 14:56:55,-88
1755694615.51123,20 Aug 2025 at 14:56:55,-74
1755694615.51123,20 Aug 2025 at 14:56:55,-65
1755694615.51123,20 Aug 2025 at 14:56:55,-63
1755694615.51123,20 Aug 2025 at 14:56:55,-52
1755694615.51123,20 Aug 2025 at 14:56:55,-47
1755694615.51123,20 Aug 2025 at 14:56:55,-61
1755694615.51123,20 Aug 2025 at 14:56:55,-65
1755694615.51123,20 Aug 2025 at 14:56:55,-47
1755694615.51123,20 Aug 2025 at 14:56:55,-47
1755694615.51123,20 Aug 2025 at 14:56:55,-70
1755694615.51123,20 Aug 2025 at 14:56:55,-72
1755694615.51123,20 Aug 2025 at 14:56:55,-59
1755694615.51123,20 Aug 2025 at 14:56:55,-54
1755694615.51123,20 Aug 2025 at 14:56:55,-59
1755694615.51123,20 Aug 2025 at 14:56:55,-68
1755694615.51123,20 Aug 2025 at 14:56:55,-77
1755694615.51123,20 Aug 2025 at 14:56:55,-84
1755694615.51123,20 Aug 2025 at 14:56:55,-95
1755694615.51123,20 Aug 2025 at 14:56:55,-104
1755694615.51123,20 Aug 2025 at 14:56:55,-99
1755694615.51123,20 Aug 2025 at 14:56:55,-102
1755694615.51123,20 Aug 2025 at 14:56:55,-120
1755694615.51123,20 Aug 2025 at 14:56:55,-129
1755694616.051225,20 Aug 2025 at 14:56:56,-122
1755694616.051225,20 Aug 2025 at 14:56:56,-122
1755694616.051225,20 Aug 2025 at 14:56:56,-129
1755694616.051225,20 Aug 2025 at 14:56:56,-129
1755694616.051225,20 Aug 2025 at 14:56:56,-124
1755694616.051225,20 Aug 2025 at 14:56:56,-127
1755694616.051225,20 Aug 2025 at 14:56:56,-136
1755694616.051225,20 Aug 2025 at 14:56:56,-133
1755694616.051225,20 Aug 2025 at 14:56:56,-122
1755694616.051225,20 Aug 2025 at 14:56:56,-124
1755694616.051225,20 Aug 2025 at 14:56:56,-129
1755694616.051225,20 Aug 2025 at 14:56:56,-115
1755694616.051225,20 Aug 2025 at 14:56:56,-88
1755694616.051225,20 Aug 2025 at 14:56:56,-81
1755694616.051225,20 Aug 2025 at 14:56:56,-84
1755694616.051225,20 Aug 2025 at 14:56:56,-72
1755694616.051225,20 Aug 2025 at 14:56:56,-70
1755694616.051225,20 Aug 2025 at 14:56:56,-84
1755694616.051225,20 Aug 2025 at 14:56:56,-93
1755694616.051225,20 Aug 2025 at 14:56:56,-88
1755694616.051225,20 Aug 2025 at 14:56:56,-72
1755694616.051225,20 Aug 2025 at 14:56:56,-61
1755694616.051225,20 Aug 2025 at 14:56:56,-65
1755694616.051225,20 Aug 2025 at 14:56:56,-70
1755694616.051225,20 Aug 2025 at 14:56:56,-63
1755694616.051225,20 Aug 2025 at 14:56:56,-54
1755694616.051225,20 Aug 2025 at 14:56:56,-45
1755694616.051225,20 Aug 2025 at 14:56:56,-40
1755694616.051225,20 Aug 2025 at 14:56:56,-47
1755694616.051225,20 Aug 2025 at 14:56:56,-49
1755694616.051225,20 Aug 2025 at 14:56:56,-45
1755694616.051225,20 Aug 2025 at 14:56:56,-36
1755694616.051225,20 Aug 2025 at 14:56:56,-22
1755694616.051225,20 Aug 2025 at 14:56:56,-4
1755694616.051225,20 Aug 2025 at 14:56:56,2
1755694616.051225,20 Aug 2025 at 14:56:56,0
1755694616.051225,20 Aug 2025 at 14:56:56,-24
1755694616.051225,20 Aug 2025 at 14:56:56,-49
1755694616.051225,20 Aug 2025 at 14:56:56,-45
1755694616.051225,20 Aug 2025 at 14:56:56,-34
1755694616.051225,20 Aug 2025 at 14:56:56,-34
1755694616.051225,20 Aug 2025 at 14:56:56,-20
1755694616.051225,20 Aug 2025 at 14:56:56,13
1755694616.051225,20 Aug 2025 at 14:56:56,27
1755694616.051225,20 Aug 2025 at 14:56:56,11
