ECGEpoch,ECGTimestamp,ECGValue
1755694743.1322951,20 Aug 2025 at 14:59:03,-122
1755694743.1322951,20 Aug 2025 at 14:59:03,-131
1755694743.1322951,20 Aug 2025 at 14:59:03,-131
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-133
1755694743.1322951,20 Aug 2025 at 14:59:03,-138
1755694743.1322951,20 Aug 2025 at 14:59:03,-136
1755694743.1322951,20 Aug 2025 at 14:59:03,-127
1755694743.1322951,20 Aug 2025 at 14:59:03,-127
1755694743.1322951,20 Aug 2025 at 14:59:03,-133
1755694743.1322951,20 Aug 2025 at 14:59:03,-136
1755694743.1322951,20 Aug 2025 at 14:59:03,-131
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-129
1755694743.1322951,20 Aug 2025 at 14:59:03,-124
1755694743.1322951,20 Aug 2025 at 14:59:03,-122
1755694743.1322951,20 Aug 2025 at 14:59:03,-127
1755694743.1322951,20 Aug 2025 at 14:59:03,-122
1755694743.1322951,20 Aug 2025 at 14:59:03,-113
1755694743.1322951,20 Aug 2025 at 14:59:03,-106
1755694743.1322951,20 Aug 2025 at 14:59:03,-88
1755694743.1322951,20 Aug 2025 at 14:59:03,-49
1755694743.1322951,20 Aug 2025 at 14:59:03,-18
1755694743.1322951,20 Aug 2025 at 14:59:03,-4
1755694743.1322951,20 Aug 2025 at 14:59:03,2
1755694743.1322951,20 Aug 2025 at 14:59:03,-4
1755694743.1322951,20 Aug 2025 at 14:59:03,-20
1755694743.1322951,20 Aug 2025 at 14:59:03,-27
1755694743.1322951,20 Aug 2025 at 14:59:03,-15
1755694743.1322951,20 Aug 2025 at 14:59:03,-6
1755694743.1322951,20 Aug 2025 at 14:59:03,-9
1755694743.1322951,20 Aug 2025 at 14:59:03,-15
1755694743.1322951,20 Aug 2025 at 14:59:03,-20
1755694743.1322951,20 Aug 2025 at 14:59:03,-29
1755694743.1322951,20 Aug 2025 at 14:59:03,47
1755694743.1322951,20 Aug 2025 at 14:59:03,349
1755694743.1322951,20 Aug 2025 at 14:59:03,765
1755694743.1322951,20 Aug 2025 at 14:59:03,955
1755694743.732254,20 Aug 2025 at 14:59:03,685
1755694743.732254,20 Aug 2025 at 14:59:03,-72
1755694743.732254,20 Aug 2025 at 14:59:03,-753
1755694743.732254,20 Aug 2025 at 14:59:03,-626
1755694743.732254,20 Aug 2025 at 14:59:03,-177
1755694743.732254,20 Aug 2025 at 14:59:03,-122
1755694743.732254,20 Aug 2025 at 14:59:03,-118
1755694743.732254,20 Aug 2025 at 14:59:03,20
1755694743.732254,20 Aug 2025 at 14:59:03,38
1755694743.732254,20 Aug 2025 at 14:59:03,24
1755694743.732254,20 Aug 2025 at 14:59:03,81
1755694743.732254,20 Aug 2025 at 14:59:03,106
1755694743.732254,20 Aug 2025 at 14:59:03,95
1755694743.732254,20 Aug 2025 at 14:59:03,104
1755694743.732254,20 Aug 2025 at 14:59:03,122
1755694743.732254,20 Aug 2025 at 14:59:03,127
1755694743.732254,20 Aug 2025 at 14:59:03,133
1755694743.732254,20 Aug 2025 at 14:59:03,145
1755694743.732254,20 Aug 2025 at 14:59:03,163
1755694743.732254,20 Aug 2025 at 14:59:03,174
1755694743.732254,20 Aug 2025 at 14:59:03,190
1755694743.732254,20 Aug 2025 at 14:59:03,217
1755694743.732254,20 Aug 2025 at 14:59:03,245
1755694743.732254,20 Aug 2025 at 14:59:03,256
1755694743.732254,20 Aug 2025 at 14:59:03,270
1755694743.732254,20 Aug 2025 at 14:59:03,292
1755694743.732254,20 Aug 2025 at 14:59:03,315
1755694743.732254,20 Aug 2025 at 14:59:03,322
1755694743.732254,20 Aug 2025 at 14:59:03,317
1755694743.732254,20 Aug 2025 at 14:59:03,311
1755694743.732254,20 Aug 2025 at 14:59:03,297
1755694743.732254,20 Aug 2025 at 14:59:03,267
1755694743.732254,20 Aug 2025 at 14:59:03,240
1755694743.732254,20 Aug 2025 at 14:59:03,217
1755694743.732254,20 Aug 2025 at 14:59:03,177
1755694743.732254,20 Aug 2025 at 14:59:03,120
1755694743.732254,20 Aug 2025 at 14:59:03,65
1755694743.732254,20 Aug 2025 at 14:59:03,20
1755694743.732254,20 Aug 2025 at 14:59:03,-24
1755694743.732254,20 Aug 2025 at 14:59:03,-54
1755694743.732254,20 Aug 2025 at 14:59:03,-61
1755694743.732254,20 Aug 2025 at 14:59:03,-68
1755694743.732254,20 Aug 2025 at 14:59:03,-81
1755694743.732254,20 Aug 2025 at 14:59:03,-88
1755694743.732254,20 Aug 2025 at 14:59:03,-88
1755694743.732254,20 Aug 2025 at 14:59:03,-81
1755694743.732254,20 Aug 2025 at 14:59:03,-77
1755694743.732254,20 Aug 2025 at 14:59:03,-70
1755694743.732254,20 Aug 2025 at 14:59:03,-40
1755694743.732254,20 Aug 2025 at 14:59:03,-20
1755694743.732254,20 Aug 2025 at 14:59:03,-24
1755694743.732254,20 Aug 2025 at 14:59:03,-34
1755694743.732254,20 Aug 2025 at 14:59:03,-34
1755694743.732254,20 Aug 2025 at 14:59:03,-40
1755694743.732254,20 Aug 2025 at 14:59:03,-54
1755694743.732254,20 Aug 2025 at 14:59:03,-63
1755694743.732254,20 Aug 2025 at 14:59:03,-65
1755694743.732254,20 Aug 2025 at 14:59:03,-68
1755694743.732254,20 Aug 2025 at 14:59:03,-79
1755694743.732254,20 Aug 2025 at 14:59:03,-93
1755694743.732254,20 Aug 2025 at 14:59:03,-97
1755694743.732254,20 Aug 2025 at 14:59:03,-97
1755694743.732254,20 Aug 2025 at 14:59:03,-106
1755694743.732254,20 Aug 2025 at 14:59:03,-108
1755694743.732254,20 Aug 2025 at 14:59:03,-106
1755694743.732254,20 Aug 2025 at 14:59:03,-111
1755694743.732254,20 Aug 2025 at 14:59:03,-120
1755694743.732254,20 Aug 2025 at 14:59:03,-127
1755694743.732254,20 Aug 2025 at 14:59:03,-124
1755694743.732254,20 Aug 2025 at 14:59:03,-120
1755694743.732254,20 Aug 2025 at 14:59:03,-120
1755694743.732254,20 Aug 2025 at 14:59:03,-122
1755694743.732254,20 Aug 2025 at 14:59:03,-113
1755694744.27406,20 Aug 2025 at 14:59:04,-106
1755694744.27406,20 Aug 2025 at 14:59:04,-108
1755694744.27406,20 Aug 2025 at 14:59:04,-111
1755694744.27406,20 Aug 2025 at 14:59:04,-106
1755694744.27406,20 Aug 2025 at 14:59:04,-108
1755694744.27406,20 Aug 2025 at 14:59:04,-113
1755694744.27406,20 Aug 2025 at 14:59:04,-118
1755694744.27406,20 Aug 2025 at 14:59:04,-113
1755694744.27406,20 Aug 2025 at 14:59:04,-108
1755694744.27406,20 Aug 2025 at 14:59:04,-108
1755694744.27406,20 Aug 2025 at 14:59:04,-108
1755694744.27406,20 Aug 2025 at 14:59:04,-93
1755694744.27406,20 Aug 2025 at 14:59:04,-86
1755694744.27406,20 Aug 2025 at 14:59:04,-99
1755694744.27406,20 Aug 2025 at 14:59:04,-97
1755694744.27406,20 Aug 2025 at 14:59:04,-72
1755694744.27406,20 Aug 2025 at 14:59:04,-65
1755694744.27406,20 Aug 2025 at 14:59:04,-68
1755694744.27406,20 Aug 2025 at 14:59:04,-54
1755694744.27406,20 Aug 2025 at 14:59:04,-40
1755694744.27406,20 Aug 2025 at 14:59:04,-49
1755694744.27406,20 Aug 2025 at 14:59:04,-65
1755694744.27406,20 Aug 2025 at 14:59:04,-59
1755694744.27406,20 Aug 2025 at 14:59:04,-47
1755694744.27406,20 Aug 2025 at 14:59:04,-47
1755694744.27406,20 Aug 2025 at 14:59:04,-47
1755694744.27406,20 Aug 2025 at 14:59:04,-38
1755694744.27406,20 Aug 2025 at 14:59:04,-34
1755694744.27406,20 Aug 2025 at 14:59:04,-49
1755694744.27406,20 Aug 2025 at 14:59:04,-61
1755694744.27406,20 Aug 2025 at 14:59:04,63
1755694744.27406,20 Aug 2025 at 14:59:04,422
1755694744.27406,20 Aug 2025 at 14:59:04,835
1755694744.27406,20 Aug 2025 at 14:59:04,980
1755694744.27406,20 Aug 2025 at 14:59:04,635
1755694744.27406,20 Aug 2025 at 14:59:04,-206
1755694744.27406,20 Aug 2025 at 14:59:04,-855
1755694744.27406,20 Aug 2025 at 14:59:04,-613
1755694744.27406,20 Aug 2025 at 14:59:04,-158
1755694744.27406,20 Aug 2025 at 14:59:04,-149
1755694744.27406,20 Aug 2025 at 14:59:04,-136
1755694744.27406,20 Aug 2025 at 14:59:04,18
1755694744.27406,20 Aug 2025 at 14:59:04,24
1755694744.27406,20 Aug 2025 at 14:59:04,-11
1755694744.27406,20 Aug 2025 at 14:59:04,36
1755694744.27406,20 Aug 2025 at 14:59:04,61
1755694744.27406,20 Aug 2025 at 14:59:04,59
1755694744.27406,20 Aug 2025 at 14:59:04,86
1755694744.27406,20 Aug 2025 at 14:59:04,99
1755694744.27406,20 Aug 2025 at 14:59:04,97
1755694744.27406,20 Aug 2025 at 14:59:04,118
1755694744.27406,20 Aug 2025 at 14:59:04,143
1755694744.27406,20 Aug 2025 at 14:59:04,147
1755694744.27406,20 Aug 2025 at 14:59:04,152
1755694744.27406,20 Aug 2025 at 14:59:04,172
1755694744.27406,20 Aug 2025 at 14:59:04,197
1755694744.27406,20 Aug 2025 at 14:59:04,215
1755694744.27406,20 Aug 2025 at 14:59:04,240
1755694744.27406,20 Aug 2025 at 14:59:04,267
1755694744.27406,20 Aug 2025 at 14:59:04,283
1755694744.27406,20 Aug 2025 at 14:59:04,292
1755694744.27406,20 Aug 2025 at 14:59:04,306
1755694744.27406,20 Aug 2025 at 14:59:04,320
1755694744.27406,20 Aug 2025 at 14:59:04,317
1755694744.27406,20 Aug 2025 at 14:59:04,304
1755694744.27406,20 Aug 2025 at 14:59:04,288
1755694744.27406,20 Aug 2025 at 14:59:04,258
1755694744.27406,20 Aug 2025 at 14:59:04,220
1755694744.27406,20 Aug 2025 at 14:59:04,172
1755694744.27406,20 Aug 2025 at 14:59:04,124
1755694744.27406,20 Aug 2025 at 14:59:04,70
1755694744.27406,20 Aug 2025 at 14:59:04,11
1755694744.27406,20 Aug 2025 at 14:59:04,-45
1755694744.842287,20 Aug 2025 at 14:59:04,-84
1755694744.842287,20 Aug 2025 at 14:59:04,-99
1755694744.842287,20 Aug 2025 at 14:59:04,-113
1755694744.842287,20 Aug 2025 at 14:59:04,-129
1755694744.842287,20 Aug 2025 at 14:59:04,-131
1755694744.842287,20 Aug 2025 at 14:59:04,-127
1755694744.842287,20 Aug 2025 at 14:59:04,-124
1755694744.842287,20 Aug 2025 at 14:59:04,-111
1755694744.842287,20 Aug 2025 at 14:59:04,-77
1755694744.842287,20 Aug 2025 at 14:59:04,-61
1755694744.842287,20 Aug 2025 at 14:59:04,-77
1755694744.842287,20 Aug 2025 at 14:59:04,-84
1755694744.842287,20 Aug 2025 at 14:59:04,-70
1755694744.842287,20 Aug 2025 at 14:59:04,-72
1755694744.842287,20 Aug 2025 at 14:59:04,-84
1755694744.842287,20 Aug 2025 at 14:59:04,-88
1755694744.842287,20 Aug 2025 at 14:59:04,-97
1755694744.842287,20 Aug 2025 at 14:59:04,-108
1755694744.842287,20 Aug 2025 at 14:59:04,-111
1755694744.842287,20 Aug 2025 at 14:59:04,-113
1755694744.842287,20 Aug 2025 at 14:59:04,-118
1755694744.842287,20 Aug 2025 at 14:59:04,-115
1755694744.842287,20 Aug 2025 at 14:59:04,-106
1755694744.842287,20 Aug 2025 at 14:59:04,-102
1755694744.842287,20 Aug 2025 at 14:59:04,-102
1755694744.842287,20 Aug 2025 at 14:59:04,-108
1755694744.842287,20 Aug 2025 at 14:59:04,-113
1755694744.842287,20 Aug 2025 at 14:59:04,-113
1755694744.842287,20 Aug 2025 at 14:59:04,-115
1755694744.842287,20 Aug 2025 at 14:59:04,-122
1755694744.842287,20 Aug 2025 at 14:59:04,-122
1755694744.842287,20 Aug 2025 at 14:59:04,-111
1755694744.842287,20 Aug 2025 at 14:59:04,-86
1755694744.842287,20 Aug 2025 at 14:59:04,-63
1755694744.842287,20 Aug 2025 at 14:59:04,-54
1755694744.842287,20 Aug 2025 at 14:59:04,-63
1755694744.842287,20 Aug 2025 at 14:59:04,-63
1755694744.842287,20 Aug 2025 at 14:59:04,-61
1755694744.842287,20 Aug 2025 at 14:59:04,-65
1755694744.842287,20 Aug 2025 at 14:59:04,-68
1755694744.842287,20 Aug 2025 at 14:59:04,-65
1755694744.842287,20 Aug 2025 at 14:59:04,-77
1755694744.842287,20 Aug 2025 at 14:59:04,-84
1755694744.842287,20 Aug 2025 at 14:59:04,-81
1755694744.842287,20 Aug 2025 at 14:59:04,-84
1755694744.842287,20 Aug 2025 at 14:59:04,-97
1755694744.842287,20 Aug 2025 at 14:59:04,-97
1755694744.842287,20 Aug 2025 at 14:59:04,-81
1755694744.842287,20 Aug 2025 at 14:59:04,-63
1755694744.842287,20 Aug 2025 at 14:59:04,-45
1755694744.842287,20 Aug 2025 at 14:59:04,-29
1755694744.842287,20 Aug 2025 at 14:59:04,-20
1755694744.842287,20 Aug 2025 at 14:59:04,-27
1755694744.842287,20 Aug 2025 at 14:59:04,-40
1755694744.842287,20 Aug 2025 at 14:59:04,-31
1755694744.842287,20 Aug 2025 at 14:59:04,-6
1755694744.842287,20 Aug 2025 at 14:59:04,-4
1755694744.842287,20 Aug 2025 at 14:59:04,-13
1755694744.842287,20 Aug 2025 at 14:59:04,-11
1755694744.842287,20 Aug 2025 at 14:59:04,-9
1755694744.842287,20 Aug 2025 at 14:59:04,-22
1755694744.842287,20 Aug 2025 at 14:59:04,-4
1755694744.842287,20 Aug 2025 at 14:59:04,170
1755694744.842287,20 Aug 2025 at 14:59:04,554
1755694744.842287,20 Aug 2025 at 14:59:04,942
1755694744.842287,20 Aug 2025 at 14:59:04,1010
1755694744.842287,20 Aug 2025 at 14:59:04,519
1755694744.842287,20 Aug 2025 at 14:59:04,-415
1755694744.842287,20 Aug 2025 at 14:59:04,-901
1755694744.842287,20 Aug 2025 at 14:59:04,-490
1755694744.842287,20 Aug 2025 at 14:59:04,-122
1755694744.842287,20 Aug 2025 at 14:59:04,-163
1755694744.842287,20 Aug 2025 at 14:59:04,-86
1755694745.381521,20 Aug 2025 at 14:59:05,40
1755694745.381521,20 Aug 2025 at 14:59:05,18
1755694745.381521,20 Aug 2025 at 14:59:05,13
1755694745.381521,20 Aug 2025 at 14:59:05,52
1755694745.381521,20 Aug 2025 at 14:59:05,49
1755694745.381521,20 Aug 2025 at 14:59:05,49
1755694745.381521,20 Aug 2025 at 14:59:05,77
1755694745.381521,20 Aug 2025 at 14:59:05,84
1755694745.381521,20 Aug 2025 at 14:59:05,93
1755694745.381521,20 Aug 2025 at 14:59:05,129
1755694745.381521,20 Aug 2025 at 14:59:05,158
1755694745.381521,20 Aug 2025 at 14:59:05,165
1755694745.381521,20 Aug 2025 at 14:59:05,192
1755694745.381521,20 Aug 2025 at 14:59:05,229
1755694745.381521,20 Aug 2025 at 14:59:05,245
1755694745.381521,20 Aug 2025 at 14:59:05,252
1755694745.381521,20 Aug 2025 at 14:59:05,277
1755694745.381521,20 Aug 2025 at 14:59:05,306
1755694745.381521,20 Aug 2025 at 14:59:05,324
1755694745.381521,20 Aug 2025 at 14:59:05,329
1755694745.381521,20 Aug 2025 at 14:59:05,331
1755694745.381521,20 Aug 2025 at 14:59:05,326
1755694745.381521,20 Aug 2025 at 14:59:05,306
1755694745.381521,20 Aug 2025 at 14:59:05,283
1755694745.381521,20 Aug 2025 at 14:59:05,270
1755694745.381521,20 Aug 2025 at 14:59:05,263
1755694745.381521,20 Aug 2025 at 14:59:05,240
1755694745.381521,20 Aug 2025 at 14:59:05,190
1755694745.381521,20 Aug 2025 at 14:59:05,138
1755694745.381521,20 Aug 2025 at 14:59:05,97
1755694745.381521,20 Aug 2025 at 14:59:05,54
1755694745.381521,20 Aug 2025 at 14:59:05,9
1755694745.381521,20 Aug 2025 at 14:59:05,-24
1755694745.381521,20 Aug 2025 at 14:59:05,-47
1755694745.381521,20 Aug 2025 at 14:59:05,-68
1755694745.381521,20 Aug 2025 at 14:59:05,-77
1755694745.381521,20 Aug 2025 at 14:59:05,-68
1755694745.381521,20 Aug 2025 at 14:59:05,-61
1755694745.381521,20 Aug 2025 at 14:59:05,-65
1755694745.381521,20 Aug 2025 at 14:59:05,-68
1755694745.381521,20 Aug 2025 at 14:59:05,-63
1755694745.381521,20 Aug 2025 at 14:59:05,-59
1755694745.381521,20 Aug 2025 at 14:59:05,-61
1755694745.381521,20 Aug 2025 at 14:59:05,-63
1755694745.381521,20 Aug 2025 at 14:59:05,-63
1755694745.381521,20 Aug 2025 at 14:59:05,-59
1755694745.381521,20 Aug 2025 at 14:59:05,-59
1755694745.381521,20 Aug 2025 at 14:59:05,-65
1755694745.381521,20 Aug 2025 at 14:59:05,-63
1755694745.381521,20 Aug 2025 at 14:59:05,-63
1755694745.381521,20 Aug 2025 at 14:59:05,-81
1755694745.381521,20 Aug 2025 at 14:59:05,-93
1755694745.381521,20 Aug 2025 at 14:59:05,-93
1755694745.381521,20 Aug 2025 at 14:59:05,-99
1755694745.381521,20 Aug 2025 at 14:59:05,-108
1755694745.381521,20 Aug 2025 at 14:59:05,-106
1755694745.381521,20 Aug 2025 at 14:59:05,-108
1755694745.381521,20 Aug 2025 at 14:59:05,-115
1755694745.381521,20 Aug 2025 at 14:59:05,-122
1755694745.381521,20 Aug 2025 at 14:59:05,-120
1755694745.381521,20 Aug 2025 at 14:59:05,-111
1755694745.381521,20 Aug 2025 at 14:59:05,-108
1755694745.381521,20 Aug 2025 at 14:59:05,-113
1755694745.381521,20 Aug 2025 at 14:59:05,-115
1755694745.381521,20 Aug 2025 at 14:59:05,-113
1755694745.381521,20 Aug 2025 at 14:59:05,-115
1755694745.381521,20 Aug 2025 at 14:59:05,-115
1755694745.381521,20 Aug 2025 at 14:59:05,-108
1755694745.381521,20 Aug 2025 at 14:59:05,-108
1755694745.381521,20 Aug 2025 at 14:59:05,-113
1755694745.381521,20 Aug 2025 at 14:59:05,-120
1755694745.381521,20 Aug 2025 at 14:59:05,-113
1755694745.381521,20 Aug 2025 at 14:59:05,-104
1755694745.952232,20 Aug 2025 at 14:59:05,-106
1755694745.952232,20 Aug 2025 at 14:59:05,-113
1755694745.952232,20 Aug 2025 at 14:59:05,-108
1755694745.952232,20 Aug 2025 at 14:59:05,-97
1755694745.952232,20 Aug 2025 at 14:59:05,-84
1755694745.952232,20 Aug 2025 at 14:59:05,-59
1755694745.952232,20 Aug 2025 at 14:59:05,-31
1755694745.952232,20 Aug 2025 at 14:59:05,-22
1755694745.952232,20 Aug 2025 at 14:59:05,-22
1755694745.952232,20 Aug 2025 at 14:59:05,-11
1755694745.952232,20 Aug 2025 at 14:59:05,9
1755694745.952232,20 Aug 2025 at 14:59:05,27
1755694745.952232,20 Aug 2025 at 14:59:05,38
1755694745.952232,20 Aug 2025 at 14:59:05,40
1755694745.952232,20 Aug 2025 at 14:59:05,27
1755694745.952232,20 Aug 2025 at 14:59:05,2
1755694745.952232,20 Aug 2025 at 14:59:05,-15
1755694745.952232,20 Aug 2025 at 14:59:05,-6
1755694745.952232,20 Aug 2025 at 14:59:05,22
1755694745.952232,20 Aug 2025 at 14:59:05,45
1755694745.952232,20 Aug 2025 at 14:59:05,38
1755694745.952232,20 Aug 2025 at 14:59:05,29
1755694745.952232,20 Aug 2025 at 14:59:05,27
1755694745.952232,20 Aug 2025 at 14:59:05,40
1755694745.952232,20 Aug 2025 at 14:59:05,204
1755694745.952232,20 Aug 2025 at 14:59:05,590
1755694745.952232,20 Aug 2025 at 14:59:05,953
1755694745.952232,20 Aug 2025 at 14:59:05,971
1755694745.952232,20 Aug 2025 at 14:59:05,483
1755694745.952232,20 Aug 2025 at 14:59:05,-347
1755694745.952232,20 Aug 2025 at 14:59:05,-717
1755694745.952232,20 Aug 2025 at 14:59:05,-317
1755694745.952232,20 Aug 2025 at 14:59:05,-20
1755694745.952232,20 Aug 2025 at 14:59:05,-72
1755694745.952232,20 Aug 2025 at 14:59:05,-9
1755694745.952232,20 Aug 2025 at 14:59:05,86
1755694745.952232,20 Aug 2025 at 14:59:05,61
1755694745.952232,20 Aug 2025 at 14:59:05,65
1755694745.952232,20 Aug 2025 at 14:59:05,95
1755694745.952232,20 Aug 2025 at 14:59:05,84
1755694745.952232,20 Aug 2025 at 14:59:05,81
1755694745.952232,20 Aug 2025 at 14:59:05,102
1755694745.952232,20 Aug 2025 at 14:59:05,106
1755694745.952232,20 Aug 2025 at 14:59:05,99
1755694745.952232,20 Aug 2025 at 14:59:05,108
1755694745.952232,20 Aug 2025 at 14:59:05,127
1755694745.952232,20 Aug 2025 at 14:59:05,136
1755694745.952232,20 Aug 2025 at 14:59:05,149
1755694745.952232,20 Aug 2025 at 14:59:05,170
1755694745.952232,20 Aug 2025 at 14:59:05,190
1755694745.952232,20 Aug 2025 at 14:59:05,211
1755694745.952232,20 Aug 2025 at 14:59:05,224
1755694745.952232,20 Aug 2025 at 14:59:05,245
1755694745.952232,20 Aug 2025 at 14:59:05,270
1755694745.952232,20 Aug 2025 at 14:59:05,283
1755694745.952232,20 Aug 2025 at 14:59:05,281
1755694745.952232,20 Aug 2025 at 14:59:05,277
1755694745.952232,20 Aug 2025 at 14:59:05,267
1755694745.952232,20 Aug 2025 at 14:59:05,247
1755694745.952232,20 Aug 2025 at 14:59:05,227
1755694745.952232,20 Aug 2025 at 14:59:05,204
1755694745.952232,20 Aug 2025 at 14:59:05,163
1755694745.952232,20 Aug 2025 at 14:59:05,108
1755694745.952232,20 Aug 2025 at 14:59:05,59
1755694745.952232,20 Aug 2025 at 14:59:05,15
1755694745.952232,20 Aug 2025 at 14:59:05,-20
1755694745.952232,20 Aug 2025 at 14:59:05,-59
1755694745.952232,20 Aug 2025 at 14:59:05,-88
1755694745.952232,20 Aug 2025 at 14:59:05,-95
1755694745.952232,20 Aug 2025 at 14:59:05,-99
1755694745.952232,20 Aug 2025 at 14:59:05,-111
1755694745.952232,20 Aug 2025 at 14:59:05,-108
1755694745.952232,20 Aug 2025 at 14:59:05,-99
1755694746.52208,20 Aug 2025 at 14:59:06,-97
1755694746.52208,20 Aug 2025 at 14:59:06,-102
1755694746.52208,20 Aug 2025 at 14:59:06,-104
1755694746.52208,20 Aug 2025 at 14:59:06,-97
1755694746.52208,20 Aug 2025 at 14:59:06,-90
1755694746.52208,20 Aug 2025 at 14:59:06,-93
1755694746.52208,20 Aug 2025 at 14:59:06,-93
1755694746.52208,20 Aug 2025 at 14:59:06,-74
1755694746.52208,20 Aug 2025 at 14:59:06,-63
1755694746.52208,20 Aug 2025 at 14:59:06,-72
1755694746.52208,20 Aug 2025 at 14:59:06,-70
1755694746.52208,20 Aug 2025 at 14:59:06,-49
1755694746.52208,20 Aug 2025 at 14:59:06,-40
1755694746.52208,20 Aug 2025 at 14:59:06,-49
1755694746.52208,20 Aug 2025 at 14:59:06,-56
1755694746.52208,20 Aug 2025 at 14:59:06,-56
1755694746.52208,20 Aug 2025 at 14:59:06,-61
1755694746.52208,20 Aug 2025 at 14:59:06,-68
1755694746.52208,20 Aug 2025 at 14:59:06,-72
1755694746.52208,20 Aug 2025 at 14:59:06,-79
1755694746.52208,20 Aug 2025 at 14:59:06,-86
1755694746.52208,20 Aug 2025 at 14:59:06,-90
1755694746.52208,20 Aug 2025 at 14:59:06,-88
1755694746.52208,20 Aug 2025 at 14:59:06,-84
1755694746.52208,20 Aug 2025 at 14:59:06,-90
1755694746.52208,20 Aug 2025 at 14:59:06,-99
1755694746.52208,20 Aug 2025 at 14:59:06,-95
1755694746.52208,20 Aug 2025 at 14:59:06,-81
1755694746.52208,20 Aug 2025 at 14:59:06,-79
1755694746.52208,20 Aug 2025 at 14:59:06,-81
1755694746.52208,20 Aug 2025 at 14:59:06,-79
1755694746.52208,20 Aug 2025 at 14:59:06,-79
1755694746.52208,20 Aug 2025 at 14:59:06,-90
1755694746.52208,20 Aug 2025 at 14:59:06,-90
1755694746.52208,20 Aug 2025 at 14:59:06,-81
1755694746.52208,20 Aug 2025 at 14:59:06,-77
1755694746.52208,20 Aug 2025 at 14:59:06,-74
1755694746.52208,20 Aug 2025 at 14:59:06,-63
1755694746.52208,20 Aug 2025 at 14:59:06,-61
1755694746.52208,20 Aug 2025 at 14:59:06,-65
1755694746.52208,20 Aug 2025 at 14:59:06,-65
1755694746.52208,20 Aug 2025 at 14:59:06,-65
1755694746.52208,20 Aug 2025 at 14:59:06,-72
1755694746.52208,20 Aug 2025 at 14:59:06,-70
1755694746.52208,20 Aug 2025 at 14:59:06,-61
1755694746.52208,20 Aug 2025 at 14:59:06,-47
1755694746.52208,20 Aug 2025 at 14:59:06,-34
1755694746.52208,20 Aug 2025 at 14:59:06,-20
1755694746.52208,20 Aug 2025 at 14:59:06,-15
1755694746.52208,20 Aug 2025 at 14:59:06,-22
1755694746.52208,20 Aug 2025 at 14:59:06,-36
1755694746.52208,20 Aug 2025 at 14:59:06,-45
1755694746.52208,20 Aug 2025 at 14:59:06,-47
1755694746.52208,20 Aug 2025 at 14:59:06,-45
1755694746.52208,20 Aug 2025 at 14:59:06,-43
1755694746.52208,20 Aug 2025 at 14:59:06,-47
1755694746.52208,20 Aug 2025 at 14:59:06,-54
1755694746.52208,20 Aug 2025 at 14:59:06,-59
1755694746.52208,20 Aug 2025 at 14:59:06,-49
1755694746.52208,20 Aug 2025 at 14:59:06,27
1755694746.52208,20 Aug 2025 at 14:59:06,286
1755694746.52208,20 Aug 2025 at 14:59:06,708
1755694746.52208,20 Aug 2025 at 14:59:06,996
1755694746.52208,20 Aug 2025 at 14:59:06,865
1755694746.52208,20 Aug 2025 at 14:59:06,213
1755694746.52208,20 Aug 2025 at 14:59:06,-583
1755694746.52208,20 Aug 2025 at 14:59:06,-687
1755694746.52208,20 Aug 2025 at 14:59:06,-222
1755694746.52208,20 Aug 2025 at 14:59:06,-65
1755694746.52208,20 Aug 2025 at 14:59:06,-113
1755694746.52208,20 Aug 2025 at 14:59:06,-4
1755694746.52208,20 Aug 2025 at 14:59:06,29
1755694746.52208,20 Aug 2025 at 14:59:06,-27
1755694747.091947,20 Aug 2025 at 14:59:07,-4
1755694747.091947,20 Aug 2025 at 14:59:07,24
1755694747.091947,20 Aug 2025 at 14:59:07,11
1755694747.091947,20 Aug 2025 at 14:59:07,34
1755694747.091947,20 Aug 2025 at 14:59:07,79
1755694747.091947,20 Aug 2025 at 14:59:07,95
1755694747.091947,20 Aug 2025 at 14:59:07,93
1755694747.091947,20 Aug 2025 at 14:59:07,111
1755694747.091947,20 Aug 2025 at 14:59:07,152
1755694747.091947,20 Aug 2025 at 14:59:07,181
1755694747.091947,20 Aug 2025 at 14:59:07,186
1755694747.091947,20 Aug 2025 at 14:59:07,192
1755694747.091947,20 Aug 2025 at 14:59:07,211
1755694747.091947,20 Aug 2025 at 14:59:07,213
1755694747.091947,20 Aug 2025 at 14:59:07,220
1755694747.091947,20 Aug 2025 at 14:59:07,265
1755694747.091947,20 Aug 2025 at 14:59:07,308
1755694747.091947,20 Aug 2025 at 14:59:07,329
1755694747.091947,20 Aug 2025 at 14:59:07,342
1755694747.091947,20 Aug 2025 at 14:59:07,340
1755694747.091947,20 Aug 2025 at 14:59:07,311
1755694747.091947,20 Aug 2025 at 14:59:07,279
1755694747.091947,20 Aug 2025 at 14:59:07,258
